CIN_ID,STRD_CIN_NAME,BLOG_CAFE_CIN_KWD,TRD_KWD1,TRD_KWD2,TRD_KWD3,SUB_TITLE,ENGL_TITLE,CIN_OPEN_DT,DMST_SPCT_CNT,BTV_OPEN_DT,WAT_LVL_CD,SSTRY_CIN_YN,CTRY_CD_1,CTRY_CD_2,CTRY_CD_3,CTRY_CD_4,CTRY_CD_5,GNR_ID_1,GNR_ID_2,GNR_ID_3,GNR_ID_4,GNR_ID_5,GNR_ID_6,MANUFCO_NM_1,MANUFCO_NM_2,MANUFCO_NM_3,DSTBTCO_NM_1,DSTBTCO_NM_2,DSTBTCO_NM_3,PD_ID,PD_NM,PD_PRS_ROLE_NM,PD_PWR_1,PD_PWR_2,PD_PWR_3,PD_PWR_4,PD_PWR_5,PD_PWR_6,REP_ACT_ID_1,REP_ACT_NM_1,REP_ACT_PRS_ROLE_NM_1,REP_ACT_PWR_1_1,REP_ACT_PWR_1_2,REP_ACT_PWR_1_3,REP_ACT_PWR_1_4,REP_ACT_PWR_1_5,REP_ACT_PWR_1_6,REP_ACT_PWR_1_7,REP_ACT_PWR_1_8,REP_ACT_PWR_1_9,REP_ACT_PWR_1_10,REP_ACT_PWR_1_11,REP_ACT_PWR_1_12,REP_ACT_PWR_1_13,REP_ACT_PWR_1_14,REP_ACT_PWR_1_15,REP_ACT_PWR_1_16,REP_ACT_PWR_1_17,REP_ACT_PWR_1_18,REP_ACT_PWR_1_19,REP_ACT_PWR_1_20,REP_ACT_PWR_1_21,REP_ACT_ID_2,REP_ACT_NM_2,REP_ACT_PRS_ROLE_NM_2,REP_ACT_PWR_2_1,REP_ACT_PWR_2_2,REP_ACT_PWR_2_3,REP_ACT_PWR_2_4,REP_ACT_PWR_2_5,REP_ACT_PWR_2_6,REP_ACT_PWR_2_7,REP_ACT_PWR_2_8,REP_ACT_PWR_2_9,REP_ACT_PWR_2_10,REP_ACT_PWR_2_11,REP_ACT_PWR_2_12,REP_ACT_PWR_2_13,REP_ACT_PWR_2_14,REP_ACT_PWR_2_15,REP_ACT_PWR_2_16,REP_ACT_PWR_2_17,REP_ACT_PWR_2_18,REP_ACT_PWR_2_19,REP_ACT_PWR_2_20,REP_ACT_PWR_2_21,REP_ACT_ID_3,REP_ACT_NM_3,REP_ACT_PRS_ROLE_NM_3,REP_ACT_PWR_3_1,REP_ACT_PWR_3_2,REP_ACT_PWR_3_3,REP_ACT_PWR_3_4,REP_ACT_PWR_3_5,REP_ACT_PWR_3_6,REP_ACT_PWR_3_7,REP_ACT_PWR_3_8,REP_ACT_PWR_3_9,REP_ACT_PWR_3_10,REP_ACT_PWR_3_11,REP_ACT_PWR_3_12,REP_ACT_PWR_3_13,REP_ACT_PWR_3_14,REP_ACT_PWR_3_15,REP_ACT_PWR_3_16,REP_ACT_PWR_3_17,REP_ACT_PWR_3_18,REP_ACT_ID_4,REP_ACT_NM_4,REP_ACT_PRS_ROLE_NM_4,REP_ACT_PWR_4_1,REP_ACT_PWR_4_2,REP_ACT_PWR_4_3,REP_ACT_PWR_4_4,REP_ACT_PWR_4_5,REP_ACT_PWR_4_6,REP_ACT_PWR_4_7,REP_ACT_PWR_4_8,REP_ACT_PWR_4_9,REP_ACT_PWR_4_10,REP_ACT_PWR_4_11,REP_ACT_PWR_4_12,REP_ACT_PWR_4_13,REP_ACT_ID_5,REP_ACT_NM_5,REP_ACT_PRS_ROLE_NM_5,REP_ACT_PWR_5_1,REP_ACT_PWR_5_2,REP_ACT_PWR_5_3,REP_ACT_PWR_5_4,REP_ACT_PWR_5_5,REP_ACT_PWR_5_6,REP_ACT_PWR_5_7,REP_ACT_PWR_5_8,REP_ACT_PWR_5_9,REP_ACT_PWR_5_10,REP_ACT_PWR_5_11,REP_ACT_PWR_5_12,REP_ACT_PWR_5_13,REP_ACT_PWR_5_14,REP_ACT_ID_6,REP_ACT_NM_6,REP_ACT_PRS_ROLE_NM_6,REP_ACT_PWR_6_1,REP_ACT_PWR_6_2,REP_ACT_PWR_6_3,REP_ACT_PWR_6_4,REP_ACT_PWR_6_5,PRIZE_YN,PRIZE_CNT,BTV_LIKE_NCNT,BTV_NGOOD_NCNT,WATCHA_EVAL_NCNT,WATCHA_RVW_PNT,CINE21_EVAL_NCNT,CINE21_NTNZ_PNT,CINE21_CRTC_PNT,SNSS_CTS,CINE21_COMT_CTSC_1,CINE21_COMT_CTSC_2,CINE21_COMT_CTSC_3,CINE21_COMT_CTSC_4,CINE21_COMT_CTSC_5,CINE21_COMT_CTSC_6,CINE21_COMT_CTSC_7,CINE21_COMT_CTSC_8,CINE21_COMT_CTSC_9,CINE21_COMT_CTSC_10,CINE21_COMT_CTSC_11
MM1000136895,사무라이-검신 주베에,사무라이 검신 주베에,영화 사무라이 검신,,,,Jubei,20190110.0,1.0,20190214.0,15세 관람가,N,일본,,,,,드라마,액션,,,,,,,,,,,MP0000025192,이시하라 시게루,감독(연출),사무라이-검신 주베에,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,3.0,3.0,0.0,0.0,,,,"에도시대, 세력을 평정하려는 무리에 맞서는 무사 쥬베에의 활약상을 그린 액션영화
에도 시대 초기, 백년에 걸친 전국시대를 평정한 도쿠가와, 하지만 아직도 천하 통일의 꿈을 꾸는 다이묘들에 의해 마침 평화의 시대에 존재의 이유를 찾지 못하던 닌자들의 암약이 이루어지는데...
이러한 움직임을 알게 된 장군 명에 의해 검신으로 일컬어지는 야규 쥬베에는 음모를 파해치기 위해 여행을 떠난다.",,,,,,,,,,,
MM1000125693,신 배틀로얄:극악 소년원,신 배틀로얄 극악 소년원,신 배틀로얄,배틀로얄,극악 소년원,,New Juvenile prison Battle Royale 1,20190110.0,,20190124.0,19세 관람가,N,일본,,,,,드라마,액션,,,,,,,,,,,MP0000145980,야마가 타카유키,감독(연출),신 배틀로얄:극악 소년원,신 배틀로얄:극악 소년원 2,게발트 파이브: 구타본능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,4.0,7.0,47.0,1.26,,,,"강력범죄 근절에 나선 정부. 종신형을 선고받은 폭력범들만 수용하기 위해 무인도에 지어진 특별 교도소, 오직 죽음만이 기다리는 그 곳에 살인죄로 투옥 된 요시오카와 쿠보타. 
지옥의 환영식을 받고 위험천만한 죄수들이 기다리는 시설에 보내지는데, 철저한 약육강식의 법칙에 의해 돌아가는 그 곳에서 살아남기 위해 두 남자의 고군분투가 이어진다.
",,,,,,,,,,,
MM1000127682,신 배틀로얄:극악 소년원 2,신 배틀로얄 극악 소년원 2,신 배틀로얄 2,배틀로얄,극악 소년원,,New Juvenile prison Battle Royale 2,20190110.0,,20190131.0,19세 관람가,N,일본,,,,,드라마,액션,,,,,,,,,,,MP0000145980,야마가 타카유키,감독(연출),신 배틀로얄:극악 소년원,신 배틀로얄:극악 소년원 2,게발트 파이브: 구타본능,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,5.0,7.0,19.0,2.05,,,,"강력범죄 근절에 나선 정부. 
종신형을 선고받은 폭력범들만 수용하기 위해 무인도에 지어진 특별 교도소, 오직 죽음만이 기다리는 그 곳에 살인죄로 투옥 된 요시오카는 동료 쿠보타와 탈옥을 시도하지만 실패. 
다시 붙잡혀 오고, 다음날 죄수들을 대상으로 살인게임을 펼치는 교도소. 
지옥 같은 무인도에서 살아남기 위해 서로의 살육이 시작된다.
",,,,,,,,,,,
MM1000114876,완벽한 그녀의 비밀,완벽한 그녀의 비밀,완벽한그녀의비밀,,,,The Perfect Girl,20190110.0,,20190110.0,19세 관람가,N,대만,,,,,스릴러,범죄,미스터리,,,,,,,(주)달빛공장,,,MP1000003556,금패진,감독(연출),완벽한 그녀의 비밀,,,,,,MP0000139219,이육분,주연,완벽한 그녀의 비밀,,,,,,,,,,,,,,,,,,,,,MP0000153716,장예가,주연,완벽한 그녀의 비밀,,,,,,,,,,,,,,,,,,,,,MP1000003794,양가용,조연,완벽한 그녀의 비밀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,9.0,1.0,7.0,2.86,,,,"아름다운 여대생 ‘예신’은 멋진 남자친구 ‘미아오’와 연애중이다.
어느 날 폭우가 내린 뒤 예신의 집 정원에서 시체 2구가 발견되고 그 중 하나가 실종된 미아오의 전 여자친구인 것으로 드러난다.
알고 보니 과거에 미아오가 교제했던 여자친구들이 모두 자살로 죽었다는 사실이 밝혀지면서 완벽해 보이던 그녀의 삶에 균열이 생기기 시작하는데...
너무나 사랑하는 애인의 전 여자친구들을 죽인 범인은 과연 누구일까?",,,,,,,,,,,
MM1000132498,요코하마 갱스터,요코하마 갱스터,요코하마갱스터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000127410,크리미널 게임: 보석 사기단,크리미널 게임 보석 사기단,영화 크리미널게임,보석 사기단,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000131033,일진3,일진 3,일진3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000152870,명탐정 코난:전율의 악보,명탐정 코난 전율의 악보,명탐정 코난: 전율의 악보,전율의 악보,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000160205,자전차왕 엄복동,자전차왕 엄복동,엄복동,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000147388,캡틴 마블 : 예고편 ,캡틴 마블,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000182473,그때 그들 확장판 1: 욕망의 부활,영화 그때 그들 확장판,그때 그들 확장판,그때 그들 확장판 1: 욕망의 부활,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000163693,질투의 역사,영화 질투의 역사,질투의 역사,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000167656,무서운 이야기 : 오두막의 악마,무서운 이야기 오두막의 악마,오두막의 악마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000170140,짱,영화 짱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000205434,방문객,영화 방문객,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000182845,쎈놈,영화 쎈놈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000182601,원펀치,영화 원펀치,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000331731,벌레스크,영화 벌레스크,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000189168,체크 메이트 캅,체크 메이트 캅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000200846,메이데이,영화 메이데이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000222488,대지진: 엔드 오브 더 월드,대지진 엔드 오브 더 월드,엔드 오브 더 월드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000208541,에일리언: 지구침공의 날,에일리언 지구침공의 날,지구침공의 날,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000199804,세계는 오늘부터 너의 것,세계는 오늘부터 너의 것,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000205287,전원사형,전원사형,영화 전원사형,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000203974,우이 러브,우이 러브,일본 우이 러브,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000353192,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000252590,귀신의 향기,귀신의 향기,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000268376,인크레더블 손오공,인크레더블 손오공,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000368291,동경,영화 동경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000273688,워파이터,영화 워파이터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000274569,도신 외전,도신 외전,영화 도신,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000293466,투모로우 2019: 지구 대 빙하기,투모로우 2019,투모로우 2019 지구 대 빙하기,영화 투모로우 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000282595,딥 스페이스: 외계접촉,딥스페이스 외계접촉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000299811,감염: 지구 최후의 날,감염 지구 최후의 날,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000292741,라라와 움직이는 비밀의 숲,라라와 움직이는 비밀의 숲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000291929,건달티처,건달티처,영화 건달티처,건달티쳐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000302081,동키 킹,동키 킹,동키 킹 영화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000312589,지구 침공의 날 2019,지구 침공의 날 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000317939,오션스: 문어구출대작전,오션스 문어구출대작전,문어구출대작전,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000320365,수상한 이웃,수상한 이웃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000316988,헤드헌터,영화 헤드헌터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000324071,어벤져스 오브 저스티스,어벤져스 오브 저스티스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000320367,당문,영화 당문,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000321949,워 이베이젼,워 이베이젼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000368295,아직 지나지 않은 여름,아직 지나지 않은 여름,아직지나지않은여름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000325208,몬스터,중국 영화 몬스터,영화 몬스터,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000326532,귀권,영화 귀권,귀권,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000326608,울프 특공대,울프 특공대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000333408,접전: 갑을 전쟁,접전 갑을 전쟁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000330435,대가리2:학교무림,대가리2 학교무림,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MM1000329751,싸움의 기술,싸움의 기술 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
