CIN_ID,STRD_CIN_NAME,BLOG_CAFE_CIN_KWD,TRD_KWD1,TRD_KWD2,TRD_KWD3,SUB_TITLE,ENGL_TITLE,CIN_OPEN_DT,DMST_SPCT_CNT,BTV_OPEN_DT,WAT_LVL_CD,SSTRY_CIN_YN,CTRY_CD_1,CTRY_CD_2,CTRY_CD_3,CTRY_CD_4,CTRY_CD_5,GNR_ID_1,GNR_ID_2,GNR_ID_3,GNR_ID_4,GNR_ID_5,GNR_ID_6,MANUFCO_NM_1,MANUFCO_NM_2,MANUFCO_NM_3,DSTBTCO_NM_1,DSTBTCO_NM_2,DSTBTCO_NM_3,PD_ID,PD_NM,PD_PRS_ROLE_NM,PD_PWR_1,PD_PWR_2,PD_PWR_3,PD_PWR_4,PD_PWR_5,PD_PWR_6,REP_ACT_ID_1,REP_ACT_NM_1,REP_ACT_PRS_ROLE_NM_1,REP_ACT_PWR_1_1,REP_ACT_PWR_1_2,REP_ACT_PWR_1_3,REP_ACT_PWR_1_4,REP_ACT_PWR_1_5,REP_ACT_PWR_1_6,REP_ACT_PWR_1_7,REP_ACT_PWR_1_8,REP_ACT_PWR_1_9,REP_ACT_PWR_1_10,REP_ACT_PWR_1_11,REP_ACT_PWR_1_12,REP_ACT_PWR_1_13,REP_ACT_PWR_1_14,REP_ACT_PWR_1_15,REP_ACT_PWR_1_16,REP_ACT_PWR_1_17,REP_ACT_PWR_1_18,REP_ACT_PWR_1_19,REP_ACT_PWR_1_20,REP_ACT_PWR_1_21,REP_ACT_ID_2,REP_ACT_NM_2,REP_ACT_PRS_ROLE_NM_2,REP_ACT_PWR_2_1,REP_ACT_PWR_2_2,REP_ACT_PWR_2_3,REP_ACT_PWR_2_4,REP_ACT_PWR_2_5,REP_ACT_PWR_2_6,REP_ACT_PWR_2_7,REP_ACT_PWR_2_8,REP_ACT_PWR_2_9,REP_ACT_PWR_2_10,REP_ACT_PWR_2_11,REP_ACT_PWR_2_12,REP_ACT_PWR_2_13,REP_ACT_PWR_2_14,REP_ACT_PWR_2_15,REP_ACT_PWR_2_16,REP_ACT_PWR_2_17,REP_ACT_PWR_2_18,REP_ACT_PWR_2_19,REP_ACT_PWR_2_20,REP_ACT_PWR_2_21,REP_ACT_ID_3,REP_ACT_NM_3,REP_ACT_PRS_ROLE_NM_3,REP_ACT_PWR_3_1,REP_ACT_PWR_3_2,REP_ACT_PWR_3_3,REP_ACT_PWR_3_4,REP_ACT_PWR_3_5,REP_ACT_PWR_3_6,REP_ACT_PWR_3_7,REP_ACT_PWR_3_8,REP_ACT_PWR_3_9,REP_ACT_PWR_3_10,REP_ACT_PWR_3_11,REP_ACT_PWR_3_12,REP_ACT_PWR_3_13,REP_ACT_PWR_3_14,REP_ACT_PWR_3_15,REP_ACT_PWR_3_16,REP_ACT_PWR_3_17,REP_ACT_PWR_3_18,REP_ACT_ID_4,REP_ACT_NM_4,REP_ACT_PRS_ROLE_NM_4,REP_ACT_PWR_4_1,REP_ACT_PWR_4_2,REP_ACT_PWR_4_3,REP_ACT_PWR_4_4,REP_ACT_PWR_4_5,REP_ACT_PWR_4_6,REP_ACT_PWR_4_7,REP_ACT_PWR_4_8,REP_ACT_PWR_4_9,REP_ACT_PWR_4_10,REP_ACT_PWR_4_11,REP_ACT_PWR_4_12,REP_ACT_PWR_4_13,REP_ACT_ID_5,REP_ACT_NM_5,REP_ACT_PRS_ROLE_NM_5,REP_ACT_PWR_5_1,REP_ACT_PWR_5_2,REP_ACT_PWR_5_3,REP_ACT_PWR_5_4,REP_ACT_PWR_5_5,REP_ACT_PWR_5_6,REP_ACT_PWR_5_7,REP_ACT_PWR_5_8,REP_ACT_PWR_5_9,REP_ACT_PWR_5_10,REP_ACT_PWR_5_11,REP_ACT_PWR_5_12,REP_ACT_PWR_5_13,REP_ACT_PWR_5_14,REP_ACT_ID_6,REP_ACT_NM_6,REP_ACT_PRS_ROLE_NM_6,REP_ACT_PWR_6_1,REP_ACT_PWR_6_2,REP_ACT_PWR_6_3,REP_ACT_PWR_6_4,REP_ACT_PWR_6_5,PRIZE_YN,PRIZE_CNT,BTV_LIKE_NCNT,BTV_NGOOD_NCNT,WATCHA_EVAL_NCNT,WATCHA_RVW_PNT,CINE21_EVAL_NCNT,CINE21_NTNZ_PNT,CINE21_CRTC_PNT,SNSS_CTS,CINE21_COMT_CTSC_1,CINE21_COMT_CTSC_2,CINE21_COMT_CTSC_3,CINE21_COMT_CTSC_4,CINE21_COMT_CTSC_5,CINE21_COMT_CTSC_6,CINE21_COMT_CTSC_7,CINE21_COMT_CTSC_8,CINE21_COMT_CTSC_9,CINE21_COMT_CTSC_10,CINE21_COMT_CTSC_11
MM1000337452,행동하는 양심 김대중,행동하는 양심 김대중,,,,,President,20191128.0,2490.0,20191224.0,12세 관람가,N,대한민국,,,,,드라마,다큐멘터리,,,,,명량문화재단,,,주식회사 마운틴픽쳐스,,,MP1000007460,신상민,감독(연출),행동하는 양심 김대중,1919 유관순,,,,,MP0000077422,이금희,우리말목소리,행동하는 양심 김대중,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,42.0,36.0,232.0,2.91,2.0,,5.5,"행동하지 않는 양심은 악의 편이다
5번의 죽을 고비, 55차례의 가택연금, 6년의 감옥생활, 777일의 국외 망명.
시대의 불의를 견디며 이 땅의 민주주의와 한반도 평화를 위해 일생을 바친 행동하는 양심 김대중.
하의도의 섬 소년에서 대한민국 15대 대통령을 거쳐 노벨평화상 수상까지, 모두 다 안다고 생각하지만 사실은 모두 잘 모르는 인간 김대중의 찬란했던 시작과 끝을 만난다.","삭발과 단식, 생떼 전문가들에게",의도는 좋다만 너무 모범적인,,,,,,,,,
MM1000337386,감쪽같은 그녀,감쪽같은 그녀,,,,,A Little Princess,20191204.0,33091.0,20191224.0,전체 관람가,N,대한민국,,,,,드라마,가족,,,,,(주)지오필름,,,메가박스중앙(주)플러스엠 ,,,MP0000042741,허인무,감독(연출),감쪽같은 그녀,,,,,,MP0000001442,나문희,주연,정직한 후보,감쪽같은 그녀,레슬러,아이 캔 스피크,,,,,,,,,,,,,,,,,,MP0000089513,고규필,조연,정직한 후보,감쪽같은 그녀,삼촌,로망,원더풀 고스트,너의 결혼식,메멘토모리,나를 기억해,,,,,,,,,,,,,,MP0000144764,김수안,주연,감쪽같은 그녀,운동회,신과 함께: 죄와 벌,장산범,군함도,군함도,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,11904.0,320.0,1931.0,2.53,5.0,8.0,5.0,"72살 나 홀로 라이프를 즐기는 ‘말순’ 할매의 인생에 듣도 보도 못한 손녀(?)가 나타났다!
특기는 자수, 용돈 벌이는 그림 맞추기(?) 동네를 주름 잡으며 나 혼자 잘 살고 있던 ‘말순’ 할매 앞에 다짜고짜 자신을 손녀라고 소개하는 열두 살 ‘공주’가 갓난 동생 ‘진주’까지 업고 찾아온다.
외모, 성격, 취향까지 모든 것이 극과 극인 ‘말순’과 ‘공주’는 티격태격 하루도 조용할 날 없이 지내지만, 필요한 순간엔 든든한 내 편이 되어주며 서로에게 특별한 존재가 되어간다. 
하지만 ‘말순’은 시간이 갈수록 ‘공주’와의 동거생활이 아득하고 깜깜하게만 느껴지는데…",그런데도 감쪽같이 흐르는 눈물의 경우,신파는 임플란트 어금니처럼,평소 눈물이 없어도 손수건 지참할 것,,,,,,,,
MM1000346150,나이브스 아웃,나이브스 아웃,,,,,Knives Out,20191204.0,,20200207.0,12세 관람가,N,미국,,,,,스릴러,미스터리,,,,,,,,(주)올스타엔터테인먼트 ,,,MP0000080795,라이언 존슨,감독(연출),나이브스 아웃,스타워즈: 라스트 제다이,,,,,MP0000001178,크리스 에반스,주연,나이브스 아웃,어벤져스: 엔드게임,어벤져스: 인피니티 워,어메이징 메리,,,,,,,,,,,,,,,,,,MP0000001494,다니엘 크레이그,주연,나이브스 아웃,로건 럭키,,,,,,,,,,,,,,,,,,,,MP0000150041,아나 디 아르마스,주연,비밀정보원: 인 더 프리즌,나이브스 아웃,오버드라이브,블레이드 러너 2049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,16477.0,320.0,56710.0,3.89,7.0,8.67,7.0,"베스트셀러 미스터리 작가가 85세 생일에 숨진 채 발견된다.
그의 죽음의 원인을 파헤치기 위해 경찰과 함께 탐정 브누아 블랑이 파견 되는데…",근래 드문 물샐 틈 없는 복고풍 미스터리. 반 다인의 향기가 난다,"끝까지 명석한 레트로 미스터리, 훈훈한 권선징악","애거사 크리스티는 방긋, 콜롬보 형사는 깜짝",추리보다 인간과 마음. 배우 보는 맛은 덤,,,,,,,
MM1000333615,너의 여자친구,너의 여자친구,,,,,My Bossy Girl,20191204.0,786.0,20191210.0,12세 관람가,N,대한민국,,,,,드라마,코미디,멜로/로맨스,,,,(주)제이아트필름 , (주)애스토리엔터테인먼트 ,,(주)스톰픽쳐스코리아, 와이드 릴리즈(주),,MP1000013031,이장희,감독(연출),너의 여자친구,,,,,,MP0000002079,허정민(허준혁),조연,너의 여자친구,지워야 산다,,,,,,,,,,,,,,,,,,,,MP0000110466,지일주,주연,너의 여자친구,첫잔처럼,가장 보통의 연애,오만,창간호,,,,,,,,,,,,,,,,,MP0000141790,이엘리야,주연,너의 여자친구,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,23.0,6.0,249.0,2.14,2.0,10.0,3.0,"내 평화로운 일상에 훅! 하고 들어온 그녀. 사회성 제로 로봇남 X 
인내심 제로 직진녀의 백발백중 로코맨스! 눈만 마주쳐도 설레는 썸이 시작되는 대학교 축제날. 
자칭 공대 브레인 어벤져스, 현실은 모태솔로 9888일째 3인방의 로봇 동아리는 썰렁하기만 하고…
이때 소심한 어딘가 허술하고 ‘휘소’ 앞에 난데없이 들이닥친 직진녀 ‘혜진’. 글로 배우고 너튜브로 배운 연애세포들이여, 
드디어 때가 왔다! 올겨울엔 솔로 탈출, 할 수 있을까?",농경사회 데이트 수준,,,,,,,,,,
MM1000334370,아직 사랑하고 있습니까?,아직 사랑하고 있습니까,아직 사랑하고 있습니까?,,,,HOW TO LIVE IN THIS WORLD,20191204.0,,20191210.0,19세 관람가,N,대한민국,,,,,드라마,코미디,,,,,(주)스튜디오후크,,,(주)디스테이션,,,MP1000013087,신양중,감독(연출),아직 사랑하고 있습니까?,,,,,,MP0000000950,김인권,주연,열혈형사,아직 사랑하고 있습니까?,장사리: 잊혀진 영웅들,"다시, 봄",비밥바룰라,,,,,,,,,,,,,,,,,MP0000001220,서태화,주연,아직 사랑하고 있습니까?,유리정원,,,,,,,,,,,,,,,,,,,,MP1000004480,이나라,주연,아직 사랑하고 있습니까?,블랙 머니,어린 의뢰인,살인소설,살인소설,비밥바룰라,기억의 밤,용순,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,51.0,10.0,236.0,2.45,2.0,10.0,2.0,"의리로 사는 10년 차 부부 ‘연경’과 ‘영욱’
빨간 불 들어온 그들 사이에 색(!)다르게 사는 이들이 끼어들었다!

본능대로 사는 남자 ‘민식’ & 즐기면서 사는 여자 ‘재순’ & 참지 않고 사는 여자 ‘혜인’ 
‘연경’과 ‘영욱’의 무미건조한 결혼 생활은 그들과의 짜릿한 일탈로 살(!) 맛을 찾아가는데…",수렵사회 짝짓기 수준,,,,,,,,,,
MM1000341962,굿 라이어,굿 라이어,영화 굿 라이어,,,,The Good Liar,20191205.0,26382.0,20200117.0,15세 관람가,N,미국,,,,,드라마,스릴러,,,,,,,,워너 브러더스 코리아(주) ,,,MP0000011517,빌 콘돈,감독(연출),굿 라이어,미녀와 야수,미녀와 야수,삭제 장면 3 [미녀와 야수],,,MP0000000596,이안 맥켈런,주연,캣츠,캣츠,굿 라이어,미녀와 야수,미녀와 야수,삭제 장면 3 [미녀와 야수],,,,,,,,,,,,,,,,MP0000002884,헬렌 미렌,주연,굿 라이어,안나,분노의 질주: 홉스&쇼,호두까기 인형과 4개의 왕국,분노의 질주: 더 익스트림,,,,,,,,,,,,,,,,,MP0000089560,러셀 토비,조연,굿 라이어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,1992.0,109.0,1465.0,3.06,4.0,5.5,6.0,"평생을 공들인 계획, 드디어 실행에 나선다!
거짓말은 완벽하게, 복수는 우아하게!

부유한 미망인 베티는 온라인 데이트 사이트에서 로이를 만나고, 두 사람은 서로를 의지하며 좋은 관계를 만들어나간다.
하지만 사실 로이는 베티의 돈을 노리고 의도적으로 접근했던 것. 
이를 모르는 베티는 로이가 제안한대로 공동 계좌를 만들어 본인의 재산과 로이의 재산을 합하는 데 동의하고, 두 사람은 베를린으로 여행을 떠난다. 
그 곳에서 베티는 로이의 정체를 알게 되고 로이에게 복수를 감행하는데...",순진하고 노련하고 매섭게,장르적 관성을 뛰어넘는 헬렌 미렌과 이언 매켈런,,,,,,,,,
MM1000333080,극장판 타오르지마 버스터-블랙어썰트의 귀환,극장판 타오르지마 버스터,극장판 타오르지마 버스터 블랙어썰트의 귀환,,,,The Return of Dark Assault,20191205.0,1535.0,20200210.0,전체 관람가,N,대한민국,,,,,SF,어드벤처,액션,코미디,히어로,,(주)시너지미디어,,,(주)이수C&E,,,,,,,,,,,,MP0000090624,홍범기,우리말목소리,극장판 타오르지마 버스터-블랙어썰트의 귀환,극장판 반지의 비밀일기,별의 정원,극장판 헬로카봇: 옴파로스 섬의 비밀,극장판 공룡메카드: 타이니소어의 섬,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,극장판 헬로카봇 : 백악기 시대,터닝메카드W: 반다인의 비밀 특별판,요괴워치: 하늘을나는고래와 더블세계다냥,레이디버그,,,,,,,,,,,MP0000152271,안영미,우리말목소리,극장판 타오르지마 버스터-블랙어썰트의 귀환,프리파라 모두의 동경,에그엔젤 코코밍:푸르밍과 두근두근 코코밍 세계,터닝메카드W: 블랙미러의 부활,,,,,,,,,,,,,,,,,,MP0000159869,안효민,우리말목소리,극장판 타오르지마 버스터-블랙어썰트의 귀환,극장판 오소마츠 6쌍둥이,마이펫 오지,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,,,19.0,3.61,2.0,10.0,,"시도 때도 없이 항상 불타오르는 지구 정복 용병 티버스터와 엑스버스터!!
평화롭던 지구 생활을 즐기던 어느 날, 우주 용병 회사 EXIT의 긴급 소환 명령!!
우주로 돌아갈 팀을 가리는 운명을 건 대결이 시작된다.
한편, 우주 전설이라 불리던 ‘블랙어썰트’가 지구에 돌아온다.
그리고 그를 뒤쫓는 우주해적단과 버스터 용병들의 피할 수 없는 대격돌이 펼쳐진다!",,,,,,,,,,,
MM1000337879,라스트 크리스마스,영화 라스트 크리스마스,라스트 크리스마스,,,,Last Christmas,20191205.0,1003.0,20200102.0,12세 관람가,N,미국,,,,,코미디,멜로/로맨스,,,,,,,,유니버설 픽쳐스 ,,,MP0000059482,폴 페이그,감독(연출),라스트 크리스마스,부탁 하나만 들어줘,,,,,MP0000002496,양자경,조연,라스트 크리스마스,엽문 외전,크레이지 리치 아시안,가디언즈 오브 갤럭시 Vol. 2,,,,,,,,,,,,,,,,,,MP0000144646,에밀리아 클라크,주연,라스트 크리스마스,한 솔로: 스타워즈 스토리,,,,,,,,,,,,,,,,,,,,MP1000002545,헨리 골딩,주연,젠틀맨,라스트 크리스마스,부탁 하나만 들어줘,크레이지 리치 아시안,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,1161.0,106.0,3628.0,2.8,4.0,8.5,5.5,"이번 크리스마스에는 행복할 수 있을까요?

친구도 없고, 연애도 못하고, 엄마에게 얹혀 살고 있는 인생 뭐 하나 마음대로 되는게 없는 케이트.
가수를 꿈꾸지만 매번 오디션에서 떨어지고, 마지못해 별볼일 없는 크리스마스 장식용품 가게에서 일하고 있다.
매일 반복되는 일상이 지나고 크리스마스가 다가오던 어느 날, 노숙자 센터에서 자원 봉사를 하는 톰을 우연히 만나게 된다. 
핸드폰도 없고 자신에게 데이트 신청도 안하지만 언제 어디서든 나타나는, 다른 남자들과 다른 톰의 매력에 점점 끌리게 되는데…

당신을 위한 단 하나의 특별한 크리스마스 영화!",싱거워도 나누고 싶은 한철 메뉴,알면서 보는 감동,,,,,,,,,
MM1000332880,어웨이크너: 히어로의 탄생,어웨이크너 히어로의 탄생,영화 어웨이크너,,,,The Awakener,20191205.0,,20191205.0,15세 관람가,N,브라질,,,,,액션,범죄,,,,,,,,(주)콘텐트마인 ,,,MP1000012946,구스타보 보나페,감독(연출),어웨이크너: 히어로의 탄생,,,,,,MP1000012948,키코 피솔라토,주연,어웨이크너: 히어로의 탄생,,,,,,,,,,,,,,,,,,,,,MP1000012949,타이나 메디나,주연,어웨이크너: 히어로의 탄생,,,,,,,,,,,,,,,,,,,,,MP1000012950,사무엘 지 아시스,주연,어웨이크너: 히어로의 탄생,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,14.0,2.0,184.0,3.18,1.0,9.0,,"부패 정치인 처단을 위한, 맞춤형 히어로의 탄생!

의문의 사고로 사랑하는 딸 ‘알리시’를 잃은 특수 경찰 ‘미게우’. 그의 분노는 딸의 죽음의 배후인 부패 정치인들로 향한다. 
그리고 부패 세력의 꼭지점인 ‘안드루 고메스’ 회장의 대선 출마로 이 싸움은 극으로 치닫는데..

오늘도 난 정의를 위해, 복면을 쓰고 밤거리로 나선다! ",,,,,,,,,,,
MM1000360572,파비안느에 관한 진실,파비안느에 관한 진실,,,,,"La verite, The Truth",20191205.0,,20200422.0,12세 관람가,N,일본,프랑스,,,,드라마,가족,,,,,,,,티캐스트 ,,,MP0000011961,고레에다 히로카즈,감독(연출),파비안느에 관한 진실,어느가족,세 번째 살인,,,,MP0000000294,줄리엣 비노쉬,주연,파비안느에 관한 진실,하이 라이프,트루 시크릿,논-픽션,렛 더 선샤인 인,슬랙 베이: 바닷가 마을의 비밀,공각기동대: 고스트 인 더 쉘,,,,,,,,,,,,,,,MP0000002533,에단 호크,주연,파비안느에 관한 진실,퍼스트 리폼드,발레리안: 천 개 행성의 도시,발레리안: 천 개 행성의 도시,내 사랑,매기스 플랜,,,,,,,,,,,,,,,,MP0000145366,까뜨린느 드뇌브,주연,파비안느에 관한 진실,당나귀 공주,로슈포르의 숙녀들,더 미드와이프,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,203.0,16.0,4555.0,3.51,4.0,8.5,7.0,"자신의 회고록 발간을 앞둔 전설적인 여배우 파비안느(까뜨린느 드뇌브).
이를 축하하기 위해 딸 뤼미르(줄리엣 비노쉬)가 남편 행크(에단 호크), 어린 딸 샤를로트와 함께 오랜만에 파비안느의 집을 찾는다.
반가운 재회도 잠시, 엄마의 회고록을 읽은 뤼미르는 책 속 내용이 거짓으로 가득 찼음을 알게 되는데…
“엄마, 이 책에는 진실이라고는 없네요”","경계를 굴절하는 가족의, 영화의 진실이란 무엇인가에 관하여",활기차고 섬세하지만 애매한 구석도,,,,,,,,,
MM1000336684,매리,영화 매리,,,,,Mary,20191211.0,,20200617.0,15세 관람가,N,미국,,,,,스릴러,공포(호러),,,,,,,,영화특별시 SMC ,,,MP0000031979,마이클 고이,감독(연출),매리,,,,,,MP0000002263,에밀리 모티머,주연,매리,메리 포핀스 리턴즈,더 파티,예감은 틀리지 않는다,,,,,,,,,,,,,,,,,,MP0000002790,게리 올드만,주연,매리,헌터킬러,다키스트 아워,킬러의 보디가드,스페이스 비트윈 어스,,,,,,,,,,,,,,,,,MP1000004409,마누엘 가르시아 룰포,조연,매리,오리엔트 특급 살인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,71.0,51.0,206.0,1.87,2.0,10.0,2.0,"‘매리 호’에 승선한 한 가족, 그리고 이 배에 얽힌 미스터리한 저주!
관광객을 대상으로 레저 투어업을 하는 ‘데이비드’(게리 올드만)는 무언가에 홀린 듯 딸과 같은 이름을 가진 ‘매리'라는 배 한 척을 사게 된다.
어딘가 미심쩍어 하는 아내 ‘사라’(에밀리 모티머)와 달리 설레는 마음을 안은 채 두 딸과 선원들을 태워 테스트 항해에 나서는데…
승선한 이들은 점점 기묘한 말과 행동을 하기 시작하고, 매리 호에 얽힌 숨겨진 진실들이 점차 드러나면서 이 가족의 목숨을 위협하는 정체와 맞닥뜨리게 된다.
“이 배에 다른 존재가 있는 것 같아!”",딸꾹질 서너번,,,,,,,,,,
MM1000337203,아내를 죽였다,아내를 죽였다,,,,,Killed My Wife,20191211.0,,20200217.0,15세 관람가,N,대한민국,,,,,액션,스릴러,,,,,단테미디어랩 ,,,kth ,,,MP1000012968,김하라,감독(연출),아내를 죽였다,,,,,,MP0000000058,왕지혜,주연,아내를 죽였다,,,,,,,,,,,,,,,,,,,,,MP0000002198,안내상,주연,저 산 너머,아내를 죽였다,식구,조선명탐정: 흡혈괴마의 비밀,,,,,,,,,,,,,,,,,,MP0000134719,이시언,주연,아내를 죽였다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,2362.0,2363.0,1612.0,1.92,2.0,9.5,,"친구와 술을 마신 후 곯아떨어진 ‘정호’는 숙취로 눈을 뜬 다음 날 아침, 별거 중이던 아내 ‘미영’이 살해당했다는 충격적인 소식을 듣게 된다.
그 순간, 자신의 옷에 묻은 핏자국과 피 묻은 칼을 발견한 ‘정호’.
가장 강력한 용의자로 지목된 그는 경찰의 눈을 피해 도망친다.
알리바이를 입증하고 싶지만 간밤의 기억은 모두 사라진 상태. 
스스로를 믿을 수 없는 최악의 상황에서 ‘정호’는 어젯밤의 행적을 따라가기 시작하는데… 
끊어진 기억과 기억 사이, 사라진 모든 것을 의심하라.",,,,,,,,,,,
MM1000346889,쥬만지: 넥스트 레벨,쥬만지 넥스트 레벨,쥬만지 3,쥬만지,,,Jumanji: The Next Level,20191211.0,,20200213.0,12세 관람가,N,미국,,,,,액션,어드벤처,,,,,,,,소니픽처스코리아 ,,,MP0000018356,제이크 캐스단,감독(연출),쥬만지: 넥스트 레벨,쥬만지: 넥스트 레벨,쥬만지: 새로운 세계,쥬만지: 새로운 세계,,,MP0000001134,잭 블랙,주연,쥬만지: 넥스트 레벨,쥬만지: 넥스트 레벨,돈 워리,구스범스: 몬스터의 역습,구스범스: 몬스터의 역습,벽 속에 숨은 마법시계,쥬만지: 새로운 세계,쥬만지: 새로운 세계,,,,,,,,,,,,,,MP0000024853,드웨인 존슨,주연,쥬만지: 넥스트 레벨,쥬만지: 넥스트 레벨,분노의 질주: 홉스&쇼,스카이스크래퍼,스카이스크래퍼,램페이지,쥬만지: 새로운 세계,쥬만지: 새로운 세계,분노의 질주: 더 익스트림,모아나,,,,,,,,,,,,MP0000045207,케빈 하트,주연,쥬만지: 넥스트 레벨,쥬만지: 넥스트 레벨,마이펫의 이중생활 2,업사이드,쥬만지: 새로운 세계,쥬만지: 새로운 세계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,12925.0,614.0,7522.0,2.8,4.0,5.5,6.5,"진화된 게임, 주어진 목숨은 3개! 사라진 친구를 찾아 반드시 탈출하라!

쥬만지 게임으로부터 가까스로 탈출해 평화로운 일상을 보내던 스펜서와 친구들. 
어느 날, 스펜서는 망가진 쥬만지 게임 속으로 사라지고 마사와 베서니, 프리지 역시 그를 찾기 위해 다시 들어가기로 결심한다.
그리고 우연히 게임에 합류하게 된 새로운 멤버, 스펜서의 할아버지 에디와 마일로.
위험천만한 게임 속으로 들어가게 된 이들은 정글부터 설산, 사막까지 한층 진화된 예측 불가능한 게임 속에서 현실 세계로 돌아오기 위해 목숨을 건 미션을 시작하는데...

당신이 알고 있던 쥬만지의 모든 법칙이 무너진다!",크리스마스에 놀이동산 가면 이렇게 신날까,호환성 키운 캐릭터들의 승리,,,,,,,,,
MM1000334701,1 더하기 3,1 더하기 3,,,,,Three Husbands,20191212.0,,20191212.0,19세 관람가,N,홍콩,,,,,드라마,멜로/로맨스,,,,,,,,,,,MP0000004821,프룻 첸,감독(연출),1 더하기 3,,,,,,MP1000013078,증미혜자,주연,1 더하기 3,,,,,,,,,,,,,,,,,,,,,MP1000013079,진담문,조연,1 더하기 3,,,,,,,,,,,,,,,,,,,,,MP1000013080,등월평,조연,1 더하기 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,1.0,20.0,25.0,120.0,3.72,1.0,8.0,,"멈추지 않는 성욕과 사랑하는 세 명의 남편을 위해, 선상에서 밤낮 없이 몸을 파는 여인 무이. 
결코 마르지 않은 그녀의 샘, 그리고 이를 탐한 세 남자의 운명은 과연 어디로 흘러갈까?",,,,,,,,,,,
MM1000337435,10년,영화 10년,,,,,Ten Years Japan,20191212.0,,20191224.0,전체 관람가,N,일본,,,,,드라마,가족,,,,,,,,(주)디오시네마,,,MP1000013331,하야카와 치에,감독(연출),10년,,,,,,MP0000009357,쿠니무라 준,주연,10년,맨헌트,,,,,,,,,,,,,,,,,,,,MP0000032827,이케와키 치즈루,주연,10년,어느가족,그곳에서만 빛난다,분노,,,,,,,,,,,,,,,,,,MP0000150187,스기사키 하나,주연,10년,우리들의 완벽한 세계,행복 목욕탕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,0.0,13.0,5.0,282.0,3.18,,,,"다섯 가지 상상 그리고 단 하나의 현실
우리의 10년 후를 상상해보셨습니까?
안락사, 인공지능과 완전히 통제된 교육, 디지털 유산과 알 권리, 환경오염, 전쟁을 비롯해 이미 우리의 이야기일 수도, 혹은 우리의 이야기가 될 수도 있는 세상
고레에다 히로카즈 감독 & 신예 5인 감독이 함께 만든 냉철하지만 그 안에 따뜻함이 숨어있는 다섯 개의 시선에 관한 이야기",,,,,,,,,,,
